"avgDelay_1_2","avgDelay_2_1","avgDelay_2_3","avgDelay_3_2","avgDelay_3_4","avgDelay_4_3","avgDelay_4_5","avgDelay_5_4","avgDelay_6_7","avgDelay_7_6","avgDelay_7_3","avgDelay_3_7","avgDelay_3_8","avgDelay_8_3","avgDelay_8_9","avgDelay_9_8","waitingTime_83_sl","waitingTime_23_r","waitingTime_73_sl","waitingTime_83_r","waitingTime_73_r","waitingTime_43_r","waitingTime_43_sl","avgDelay_23_sl","waitingTimePerSystem","LANE_LENGTH","LANE_CAPACITY","LINK_LENGTH","LINK_CAPACITY","CYCLE,AGENTS_PER_LEFT_APPROACH","AGENTS_PER_TOP_APPROACH","AGENTS_PER_RIGHT_APPROACH","AGENTS_PER_BOTTOM_APPROACH","ITERATION","STORAGE_CAPFACTOR","FLOW_CAPFACTOR","fixed Time Delay","Adaptive Time Delay","CompareResults"
"2620.755","null","1767.5505617977528","8.883802816901408","9.183266932270916","1770.968819599109","null","2372.7533333333336","834.4074074074074","null","1262.7454545454545","9.123287671232877","9.923295454545455","3364.021551724138","null","869.9966666666667","1313865.0","1566277.0","3302655.0","1981862.0","1691441.0","1840242.0","3118884.0","1570492.0","1.6385718E7","1000.0","1000","1000.0","1000","120","200","90","200","100","50","1.0","1.0","4466277.0","6153103.0","no"
