"avgDelay_1_2","avgDelay_2_1","avgDelay_2_3","avgDelay_3_2","avgDelay_3_4","avgDelay_4_3","avgDelay_4_5","avgDelay_5_4","avgDelay_6_7","avgDelay_7_6","avgDelay_7_3","avgDelay_3_7","avgDelay_3_8","avgDelay_8_3","avgDelay_8_9","avgDelay_9_8","waitingTime_83_sl","waitingTime_23_r","waitingTime_73_sl","waitingTime_83_r","waitingTime_73_r","waitingTime_43_r","waitingTime_43_sl","avgDelay_23_sl","waitingTimePerSystem","LANE_LENGTH","LANE_CAPACITY","LINK_LENGTH","LINK_CAPACITY","CYCLE","AGENTS_PER_LEFT_APPROACH","AGENTS_PER_TOP_APPROACH","AGENTS_PER_RIGHT_APPROACH","AGENTS_PER_BOTTOM_APPROACH","ITERATION","STORAGE_CAPFACTOR","FLOW_CAPFACTOR","fixed Time Delay","Adaptive Time Delay","CompareResults"
"1905.4683333333332","null","1133.1583333333333","10.35897435897436","9.835897435897436","1139.0916666666667","null","1827.5366666666666","817.2666666666667","null","898.9444444444445","9.35","9.187755102040816","364.45666666666665","null","911.19","156166.0","338475.0","296381.0","39937.0","150508.0","356490.0","809705.0","924968.0","3072630.0","1000.0","1000","1000.0","1000","120","200","90","200","100","50","1.0","1.0","4466277.0","6153103.0","no"
